,Fund1,Fund2,DTW_distance
2698,Optimum Large Cap Growth Fund,Vanguard US Growth Portfolio,491.5537208117876
2699,Optimum Large Cap Growth Fund,Victory Aggressive Growth,483.5997782049855
2700,Optimum Large Cap Growth Fund,Victory Growth,439.23963239302157
2701,Optimum Large Cap Growth Fund,Voya Large Cap Growth Port,599.0438558751142
2702,Optimum Large Cap Growth Fund,Wedgewood Fund,723.1587917328819
2703,PACE Large Co Growth Equity Invmt,PGIM Jennison Blend Fund,508.43233928104604
2704,PACE Large Co Growth Equity Invmt,PGIM Jennison Growth Fund,768.8002963781014
2705,PACE Large Co Growth Equity Invmt,Pioneer Disciplined Growth Fund,372.49505874771967
2706,PACE Large Co Growth Equity Invmt,Pioneer Fundamental Growth Fund,829.6202919579177
2707,PACE Large Co Growth Equity Invmt,Polen Growth Fund,817.3587308137655
2708,PACE Large Co Growth Equity Invmt,PrimeCap Odyssey Growth Fund,1019.1169981572529
2709,PACE Large Co Growth Equity Invmt,Principal LargeCap Growth Fund I,614.7789773301455
2710,PACE Large Co Growth Equity Invmt,Putnam Large Cap Growth Fund,509.413676104116
2711,PACE Large Co Growth Equity Invmt,Putnam Sustainable Leaders Fund,437.5505387399302
2712,PACE Large Co Growth Equity Invmt,SEI Large Cap Growth (SIMT) Fund,235.02754846774812
2713,PACE Large Co Growth Equity Invmt,Schwab Select Large Cap Growth Fund,779.9452136554966
2714,PACE Large Co Growth Equity Invmt,T. Rowe Price Instl Large Cap Core Gr Fd,741.1633763108533
2715,PACE Large Co Growth Equity Invmt,TCW Select Equities Fund,694.0885364644071
2716,PACE Large Co Growth Equity Invmt,TIAA-CREF Large-Cap Growth Fund,954.223989187285
2717,PACE Large Co Growth Equity Invmt,Thrivent Large Cap Growth Fund,596.3753178185501
2718,PACE Large Co Growth Equity Invmt,Transamerica Capital Growth Fund,1349.7454754758035
2719,PACE Large Co Growth Equity Invmt,Transamerica US Growth,486.49311591908696
2720,PACE Large Co Growth Equity Invmt,VALIC Company I Growth Fund,467.4586856931076
2721,PACE Large Co Growth Equity Invmt,VY® T. Rowe Price Growth Equity Port,608.7431602877534
2722,PACE Large Co Growth Equity Invmt,Vanguard US Growth Portfolio,719.2302983147513
2723,PACE Large Co Growth Equity Invmt,Victory Aggressive Growth,547.8485849853517
2724,PACE Large Co Growth Equity Invmt,Victory Growth,528.0865604588704
2725,PACE Large Co Growth Equity Invmt,Voya Large Cap Growth Port,686.0329414027885
2726,PACE Large Co Growth Equity Invmt,Wedgewood Fund,689.3396999413206
2727,PGIM Jennison Blend Fund,PGIM Jennison Growth Fund,900.2286145968827
2728,PGIM Jennison Blend Fund,Pioneer Disciplined Growth Fund,292.80916504853843
2729,PGIM Jennison Blend Fund,Pioneer Fundamental Growth Fund,1021.2134617833876
2730,PGIM Jennison Blend Fund,Polen Growth Fund,602.3965731337528
2731,PGIM Jennison Blend Fund,PrimeCap Odyssey Growth Fund,729.7510188155829
2732,PGIM Jennison Blend Fund,Principal LargeCap Growth Fund I,243.87311874573905
2733,PGIM Jennison Blend Fund,Putnam Large Cap Growth Fund,518.7862315775026
2734,PGIM Jennison Blend Fund,Putnam Sustainable Leaders Fund,656.6859387112211
2735,PGIM Jennison Blend Fund,SEI Large Cap Growth (SIMT) Fund,509.8186825903344
2736,PGIM Jennison Blend Fund,Schwab Select Large Cap Growth Fund,661.7043360796215
2737,PGIM Jennison Blend Fund,T. Rowe Price Instl Large Cap Core Gr Fd,630.8708894147006
2738,PGIM Jennison Blend Fund,TCW Select Equities Fund,520.3133485898957
2739,PGIM Jennison Blend Fund,TIAA-CREF Large-Cap Growth Fund,666.3779049136006
2740,PGIM Jennison Blend Fund,Thrivent Large Cap Growth Fund,270.349237467807
2741,PGIM Jennison Blend Fund,Transamerica Capital Growth Fund,906.4449066564368
2742,PGIM Jennison Blend Fund,Transamerica US Growth,469.78309421637647
2743,PGIM Jennison Blend Fund,VALIC Company I Growth Fund,201.51968189574984
2744,PGIM Jennison Blend Fund,VY® T. Rowe Price Growth Equity Port,587.9054935604388
2745,PGIM Jennison Blend Fund,Vanguard US Growth Portfolio,456.2975110544563
2746,PGIM Jennison Blend Fund,Victory Aggressive Growth,389.68213957508374
2747,PGIM Jennison Blend Fund,Victory Growth,698.545257181145
2748,PGIM Jennison Blend Fund,Voya Large Cap Growth Port,845.3567383451328
2749,PGIM Jennison Blend Fund,Wedgewood Fund,336.0666899497079
2750,PGIM Jennison Growth Fund,Pioneer Disciplined Growth Fund,679.1921568642802
2751,PGIM Jennison Growth Fund,Pioneer Fundamental Growth Fund,847.621579479136
2752,PGIM Jennison Growth Fund,Polen Growth Fund,715.875897156695
2753,PGIM Jennison Growth Fund,PrimeCap Odyssey Growth Fund,692.5030961840923
2754,PGIM Jennison Growth Fund,Principal LargeCap Growth Fund I,766.059192710858
2755,PGIM Jennison Growth Fund,Putnam Large Cap Growth Fund,552.7778372219376
2756,PGIM Jennison Growth Fund,Putnam Sustainable Leaders Fund,844.0446013602465
2757,PGIM Jennison Growth Fund,SEI Large Cap Growth (SIMT) Fund,758.1653697691371
2758,PGIM Jennison Growth Fund,Schwab Select Large Cap Growth Fund,511.5008393323293
2759,PGIM Jennison Growth Fund,T. Rowe Price Instl Large Cap Core Gr Fd,715.0698466408725
2760,PGIM Jennison Growth Fund,TCW Select Equities Fund,685.4413528567193
2761,PGIM Jennison Growth Fund,TIAA-CREF Large-Cap Growth Fund,921.4982854594854
2762,PGIM Jennison Growth Fund,Thrivent Large Cap Growth Fund,644.3062117733567
2763,PGIM Jennison Growth Fund,Transamerica Capital Growth Fund,1011.6799013899407
2764,PGIM Jennison Growth Fund,Transamerica US Growth,742.3123436652861
2765,PGIM Jennison Growth Fund,VALIC Company I Growth Fund,841.0752916334525
2766,PGIM Jennison Growth Fund,VY® T. Rowe Price Growth Equity Port,559.2251279587482
2767,PGIM Jennison Growth Fund,Vanguard US Growth Portfolio,851.5895782784614
2768,PGIM Jennison Growth Fund,Victory Aggressive Growth,908.5042303379985
2769,PGIM Jennison Growth Fund,Victory Growth,738.5451159178434
2770,PGIM Jennison Growth Fund,Voya Large Cap Growth Port,772.3046985883764
2771,PGIM Jennison Growth Fund,Wedgewood Fund,1027.7040491645812
2772,Pioneer Disciplined Growth Fund,Pioneer Fundamental Growth Fund,848.44212983895
2773,Pioneer Disciplined Growth Fund,Polen Growth Fund,473.02947230589876
2774,Pioneer Disciplined Growth Fund,PrimeCap Odyssey Growth Fund,743.4418506495279
2775,Pioneer Disciplined Growth Fund,Principal LargeCap Growth Fund I,332.3163455188647
2776,Pioneer Disciplined Growth Fund,Putnam Large Cap Growth Fund,385.62096237037565
2777,Pioneer Disciplined Growth Fund,Putnam Sustainable Leaders Fund,522.3701218091653
2778,Pioneer Disciplined Growth Fund,SEI Large Cap Growth (SIMT) Fund,388.08196632634883
2779,Pioneer Disciplined Growth Fund,Schwab Select Large Cap Growth Fund,508.3599397965903
2780,Pioneer Disciplined Growth Fund,T. Rowe Price Instl Large Cap Core Gr Fd,568.2142544325432
2781,Pioneer Disciplined Growth Fund,TCW Select Equities Fund,519.6588794097415
2782,Pioneer Disciplined Growth Fund,TIAA-CREF Large-Cap Growth Fund,683.3095009002436
2783,Pioneer Disciplined Growth Fund,Thrivent Large Cap Growth Fund,272.02398963678036
2784,Pioneer Disciplined Growth Fund,Transamerica Capital Growth Fund,1012.7586380184887
2785,Pioneer Disciplined Growth Fund,Transamerica US Growth,505.17295774892705
2786,Pioneer Disciplined Growth Fund,VALIC Company I Growth Fund,235.52345758061813
2787,Pioneer Disciplined Growth Fund,VY® T. Rowe Price Growth Equity Port,488.7888177586026
2788,Pioneer Disciplined Growth Fund,Vanguard US Growth Portfolio,560.8749626429113
2789,Pioneer Disciplined Growth Fund,Victory Aggressive Growth,402.4860673651634
2790,Pioneer Disciplined Growth Fund,Victory Growth,541.7137915096542
2791,Pioneer Disciplined Growth Fund,Voya Large Cap Growth Port,854.197313448667
2792,Pioneer Disciplined Growth Fund,Wedgewood Fund,531.2813511399186
2793,Pioneer Fundamental Growth Fund,Polen Growth Fund,763.4309066471134
2794,Pioneer Fundamental Growth Fund,PrimeCap Odyssey Growth Fund,985.1856857457802
2795,Pioneer Fundamental Growth Fund,Principal LargeCap Growth Fund I,997.5989049004487
2796,Pioneer Fundamental Growth Fund,Putnam Large Cap Growth Fund,630.4657400312452
2797,Pioneer Fundamental Growth Fund,Putnam Sustainable Leaders Fund,643.3595880741565
2798,Pioneer Fundamental Growth Fund,SEI Large Cap Growth (SIMT) Fund,791.8371210784044
2799,Pioneer Fundamental Growth Fund,Schwab Select Large Cap Growth Fund,905.2217758737438
2800,Pioneer Fundamental Growth Fund,T. Rowe Price Instl Large Cap Core Gr Fd,957.7222901901063
2801,Pioneer Fundamental Growth Fund,TCW Select Equities Fund,882.7064238354998
2802,Pioneer Fundamental Growth Fund,TIAA-CREF Large-Cap Growth Fund,912.526427915603
2803,Pioneer Fundamental Growth Fund,Thrivent Large Cap Growth Fund,910.4762845433668
2804,Pioneer Fundamental Growth Fund,Transamerica Capital Growth Fund,1437.0966928757307
2805,Pioneer Fundamental Growth Fund,Transamerica US Growth,827.4687081906524
2806,Pioneer Fundamental Growth Fund,VALIC Company I Growth Fund,867.3095711922847
2807,Pioneer Fundamental Growth Fund,VY® T. Rowe Price Growth Equity Port,788.7541255357714
2808,Pioneer Fundamental Growth Fund,Vanguard US Growth Portfolio,952.7029960034506
2809,Pioneer Fundamental Growth Fund,Victory Aggressive Growth,947.620127795639
2810,Pioneer Fundamental Growth Fund,Victory Growth,675.8567374829361
2811,Pioneer Fundamental Growth Fund,Voya Large Cap Growth Port,628.754510920816
2812,Pioneer Fundamental Growth Fund,Wedgewood Fund,945.8865586644894
2813,Polen Growth Fund,PrimeCap Odyssey Growth Fund,715.382270741491
2814,Polen Growth Fund,Principal LargeCap Growth Fund I,478.6621111595036
2815,Polen Growth Fund,Putnam Large Cap Growth Fund,330.2642353510296
2816,Polen Growth Fund,Putnam Sustainable Leaders Fund,683.0639836925914
2817,Polen Growth Fund,SEI Large Cap Growth (SIMT) Fund,720.9052340948031
2818,Polen Growth Fund,Schwab Select Large Cap Growth Fund,630.3897537462384
2819,Polen Growth Fund,T. Rowe Price Instl Large Cap Core Gr Fd,607.7357981055968
2820,Polen Growth Fund,TCW Select Equities Fund,791.5881315036233
2821,Polen Growth Fund,TIAA-CREF Large-Cap Growth Fund,886.7722961074842
2822,Polen Growth Fund,Thrivent Large Cap Growth Fund,386.84568080847095
2823,Polen Growth Fund,Transamerica Capital Growth Fund,791.2954805454209
2824,Polen Growth Fund,Transamerica US Growth,718.0689590066265
2825,Polen Growth Fund,VALIC Company I Growth Fund,547.7938760556842
2826,Polen Growth Fund,VY® T. Rowe Price Growth Equity Port,673.6821868874202
2827,Polen Growth Fund,Vanguard US Growth Portfolio,538.6895551428016
2828,Polen Growth Fund,Victory Aggressive Growth,665.2177684882435
2829,Polen Growth Fund,Victory Growth,625.1733309537373
2830,Polen Growth Fund,Voya Large Cap Growth Port,775.7301273596813
2831,Polen Growth Fund,Wedgewood Fund,954.3591207825255
2832,PrimeCap Odyssey Growth Fund,Principal LargeCap Growth Fund I,529.7067198944886
2833,PrimeCap Odyssey Growth Fund,Putnam Large Cap Growth Fund,677.9699659553468
2834,PrimeCap Odyssey Growth Fund,Putnam Sustainable Leaders Fund,823.9762988816971
2835,PrimeCap Odyssey Growth Fund,SEI Large Cap Growth (SIMT) Fund,954.9879373296492
2836,PrimeCap Odyssey Growth Fund,Schwab Select Large Cap Growth Fund,630.5666353121652
2837,PrimeCap Odyssey Growth Fund,T. Rowe Price Instl Large Cap Core Gr Fd,678.9006827292428
2838,PrimeCap Odyssey Growth Fund,TCW Select Equities Fund,755.9128615408564
2839,PrimeCap Odyssey Growth Fund,TIAA-CREF Large-Cap Growth Fund,879.0040047408456
2840,PrimeCap Odyssey Growth Fund,Thrivent Large Cap Growth Fund,625.1939789860257
2841,PrimeCap Odyssey Growth Fund,Transamerica Capital Growth Fund,765.0660859059866
2842,PrimeCap Odyssey Growth Fund,Transamerica US Growth,915.7455600352275
2843,PrimeCap Odyssey Growth Fund,VALIC Company I Growth Fund,771.9549606426234
2844,PrimeCap Odyssey Growth Fund,VY® T. Rowe Price Growth Equity Port,662.2227439854111
2845,PrimeCap Odyssey Growth Fund,Vanguard US Growth Portfolio,657.2779489581816
2846,PrimeCap Odyssey Growth Fund,Victory Aggressive Growth,899.7650057775963
2847,PrimeCap Odyssey Growth Fund,Victory Growth,795.3073594898334
2848,PrimeCap Odyssey Growth Fund,Voya Large Cap Growth Port,874.74343068765
2849,PrimeCap Odyssey Growth Fund,Wedgewood Fund,1154.8027244548407
2850,Principal LargeCap Growth Fund I,Putnam Large Cap Growth Fund,290.06451965975094
2851,Principal LargeCap Growth Fund I,Putnam Sustainable Leaders Fund,784.9430001889509
2852,Principal LargeCap Growth Fund I,SEI Large Cap Growth (SIMT) Fund,624.9767514171868
2853,Principal LargeCap Growth Fund I,Schwab Select Large Cap Growth Fund,553.4946160365654
2854,Principal LargeCap Growth Fund I,T. Rowe Price Instl Large Cap Core Gr Fd,484.08046674517857
2855,Principal LargeCap Growth Fund I,TCW Select Equities Fund,522.8131168702259
2856,Principal LargeCap Growth Fund I,TIAA-CREF Large-Cap Growth Fund,736.2638859897411
2857,Principal LargeCap Growth Fund I,Thrivent Large Cap Growth Fund,117.37968132246507
2858,Principal LargeCap Growth Fund I,Transamerica Capital Growth Fund,720.6149099890205
2859,Principal LargeCap Growth Fund I,Transamerica US Growth,531.3327704357537
2860,Principal LargeCap Growth Fund I,VALIC Company I Growth Fund,277.41720237157057
2861,Principal LargeCap Growth Fund I,VY® T. Rowe Price Growth Equity Port,470.79932510091436
2862,Principal LargeCap Growth Fund I,Vanguard US Growth Portfolio,370.1219063724511
2863,Principal LargeCap Growth Fund I,Victory Aggressive Growth,571.7197015452294
2864,Principal LargeCap Growth Fund I,Victory Growth,798.4941522301992
2865,Principal LargeCap Growth Fund I,Voya Large Cap Growth Port,826.9145847136874
2866,Principal LargeCap Growth Fund I,Wedgewood Fund,624.9577050477998
2867,Putnam Large Cap Growth Fund,Putnam Sustainable Leaders Fund,547.3634493891286
2868,Putnam Large Cap Growth Fund,SEI Large Cap Growth (SIMT) Fund,560.7183130083461
2869,Putnam Large Cap Growth Fund,Schwab Select Large Cap Growth Fund,510.1787289427175
2870,Putnam Large Cap Growth Fund,T. Rowe Price Instl Large Cap Core Gr Fd,515.7902146673568
2871,Putnam Large Cap Growth Fund,TCW Select Equities Fund,623.6474326819971
2872,Putnam Large Cap Growth Fund,TIAA-CREF Large-Cap Growth Fund,638.1487141351372
2873,Putnam Large Cap Growth Fund,Thrivent Large Cap Growth Fund,316.73138824359916
2874,Putnam Large Cap Growth Fund,Transamerica Capital Growth Fund,874.5761948887838
2875,Putnam Large Cap Growth Fund,Transamerica US Growth,559.2164917288942
2876,Putnam Large Cap Growth Fund,VALIC Company I Growth Fund,457.02356381472146
2877,Putnam Large Cap Growth Fund,VY® T. Rowe Price Growth Equity Port,553.128933374746
2878,Putnam Large Cap Growth Fund,Vanguard US Growth Portfolio,355.65687361957674
2879,Putnam Large Cap Growth Fund,Victory Aggressive Growth,527.5900076794795
2880,Putnam Large Cap Growth Fund,Victory Growth,497.38381975703396
2881,Putnam Large Cap Growth Fund,Voya Large Cap Growth Port,550.1079022456539
2882,Putnam Large Cap Growth Fund,Wedgewood Fund,776.7841452379886
2883,Putnam Sustainable Leaders Fund,SEI Large Cap Growth (SIMT) Fund,484.87385752545117
2884,Putnam Sustainable Leaders Fund,Schwab Select Large Cap Growth Fund,594.859733307115
2885,Putnam Sustainable Leaders Fund,T. Rowe Price Instl Large Cap Core Gr Fd,591.1647323684874
2886,Putnam Sustainable Leaders Fund,TCW Select Equities Fund,662.8852271558736
2887,Putnam Sustainable Leaders Fund,TIAA-CREF Large-Cap Growth Fund,798.1595613775743
2888,Putnam Sustainable Leaders Fund,Thrivent Large Cap Growth Fund,612.8533213890271
2889,Putnam Sustainable Leaders Fund,Transamerica Capital Growth Fund,1465.5710012904838
2890,Putnam Sustainable Leaders Fund,Transamerica US Growth,514.7211753687758
2891,Putnam Sustainable Leaders Fund,VALIC Company I Growth Fund,550.003866938348
2892,Putnam Sustainable Leaders Fund,VY® T. Rowe Price Growth Equity Port,561.6264077519128
2893,Putnam Sustainable Leaders Fund,Vanguard US Growth Portfolio,683.242681914378
2894,Putnam Sustainable Leaders Fund,Victory Aggressive Growth,596.8229371566173
2895,Putnam Sustainable Leaders Fund,Victory Growth,583.224937529345
2896,Putnam Sustainable Leaders Fund,Voya Large Cap Growth Port,824.7880469933541
2897,Putnam Sustainable Leaders Fund,Wedgewood Fund,829.0555387917096
2898,SEI Large Cap Growth (SIMT) Fund,Schwab Select Large Cap Growth Fund,720.7312097841074
2899,SEI Large Cap Growth (SIMT) Fund,T. Rowe Price Instl Large Cap Core Gr Fd,845.4116256086751
2900,SEI Large Cap Growth (SIMT) Fund,TCW Select Equities Fund,712.5535886730617
2901,SEI Large Cap Growth (SIMT) Fund,TIAA-CREF Large-Cap Growth Fund,936.4145223796401
2902,SEI Large Cap Growth (SIMT) Fund,Thrivent Large Cap Growth Fund,582.75649578946
2903,SEI Large Cap Growth (SIMT) Fund,Transamerica Capital Growth Fund,1265.5129645471957
2904,SEI Large Cap Growth (SIMT) Fund,Transamerica US Growth,591.898217054285
2905,SEI Large Cap Growth (SIMT) Fund,VALIC Company I Growth Fund,431.52487891055097
2906,SEI Large Cap Growth (SIMT) Fund,VY® T. Rowe Price Growth Equity Port,673.6899299908565
2907,SEI Large Cap Growth (SIMT) Fund,Vanguard US Growth Portfolio,677.132940407082
2908,SEI Large Cap Growth (SIMT) Fund,Victory Aggressive Growth,458.46128654916583
2909,SEI Large Cap Growth (SIMT) Fund,Victory Growth,499.0492539091268
2910,SEI Large Cap Growth (SIMT) Fund,Voya Large Cap Growth Port,695.2825180451497
2911,SEI Large Cap Growth (SIMT) Fund,Wedgewood Fund,623.6257888810536
2912,Schwab Select Large Cap Growth Fund,T. Rowe Price Instl Large Cap Core Gr Fd,504.4565342355992
2913,Schwab Select Large Cap Growth Fund,TCW Select Equities Fund,623.1492560242548
2914,Schwab Select Large Cap Growth Fund,TIAA-CREF Large-Cap Growth Fund,692.4182308081856
2915,Schwab Select Large Cap Growth Fund,Thrivent Large Cap Growth Fund,463.24097241261916
2916,Schwab Select Large Cap Growth Fund,Transamerica Capital Growth Fund,1037.8339591916488
2917,Schwab Select Large Cap Growth Fund,Transamerica US Growth,525.7912314785689
2918,Schwab Select Large Cap Growth Fund,VALIC Company I Growth Fund,560.6409050566924
2919,Schwab Select Large Cap Growth Fund,VY® T. Rowe Price Growth Equity Port,357.3176332638339
2920,Schwab Select Large Cap Growth Fund,Vanguard US Growth Portfolio,658.5998008695342
2921,Schwab Select Large Cap Growth Fund,Victory Aggressive Growth,623.5790495539611
2922,Schwab Select Large Cap Growth Fund,Victory Growth,563.5615046133215
2923,Schwab Select Large Cap Growth Fund,Voya Large Cap Growth Port,733.4211297774905
